"station","name","trap.name","wea.dist.mi"
"US1ILCK0007","LANSING 1.7 SSE, IL US","T076",17.8199597584081
"US1ILCK0007","LANSING 1.7 SSE, IL US","T077",16.4599469282136
"US1ILCK0007","LANSING 1.7 SSE, IL US","T078",17.1630831091315
"US1ILCK0007","LANSING 1.7 SSE, IL US","T079",15.4693978149067
"US1ILCK0007","LANSING 1.7 SSE, IL US","T080",15.1075453748982
"US1ILCK0007","LANSING 1.7 SSE, IL US","T081",19.7133133953867
"US1ILCK0007","LANSING 1.7 SSE, IL US","T082",18.741889176727
"US1ILCK0007","LANSING 1.7 SSE, IL US","T083",14.8717890156528
"US1ILCK0007","LANSING 1.7 SSE, IL US","T084",11.1372400473638
"US1ILCK0007","LANSING 1.7 SSE, IL US","T085",13.6402634679781
"US1ILCK0007","LANSING 1.7 SSE, IL US","T086",12.3680053478904
"US1ILCK0007","LANSING 1.7 SSE, IL US","T087",12.3278889886372
"US1ILCK0007","LANSING 1.7 SSE, IL US","T088",13.4885914170154
"US1ILCK0007","LANSING 1.7 SSE, IL US","T089",12.7331263901683
"US1ILCK0007","LANSING 1.7 SSE, IL US","T090",11.2240703021877
"US1ILCK0007","LANSING 1.7 SSE, IL US","T090A",11.9624829386798
"US1ILCK0007","LANSING 1.7 SSE, IL US","T090B",11.4884050221747
"US1ILCK0007","LANSING 1.7 SSE, IL US","T090C",10.9480679253975
"US1ILCK0007","LANSING 1.7 SSE, IL US","T091",10.7685161156778
"US1ILCK0007","LANSING 1.7 SSE, IL US","T092",10.2722963578502
"US1ILCK0007","LANSING 1.7 SSE, IL US","T094",13.9649596157032
"US1ILCK0007","LANSING 1.7 SSE, IL US","T094B",13.8919472858877
"US1ILCK0007","LANSING 1.7 SSE, IL US","T095",12.2469226998838
"US1ILCK0007","LANSING 1.7 SSE, IL US","T095A",12.3162277485679
"US1ILCK0007","LANSING 1.7 SSE, IL US","T096",13.9533253603534
"US1ILCK0007","LANSING 1.7 SSE, IL US","T097",7.76351630500627
"US1ILCK0007","LANSING 1.7 SSE, IL US","T099",13.197294150271
"US1ILCK0007","LANSING 1.7 SSE, IL US","T100",12.1085942772819
"US1ILCK0007","LANSING 1.7 SSE, IL US","T102",11.1663790103995
"US1ILCK0007","LANSING 1.7 SSE, IL US","T103",9.93160475181644
"US1ILCK0007","LANSING 1.7 SSE, IL US","T104",9.1592811538309
"US1ILCK0007","LANSING 1.7 SSE, IL US","T107",13.3213335098591
"US1ILCK0007","LANSING 1.7 SSE, IL US","T114",20.413332144426
"US1ILCK0007","LANSING 1.7 SSE, IL US","T114B",20.4005116636847
"US1ILCK0007","LANSING 1.7 SSE, IL US","T115",8.68516078412383
"US1ILCK0007","LANSING 1.7 SSE, IL US","T128",11.2736244472964
"US1ILCK0007","LANSING 1.7 SSE, IL US","T128A",11.3752724692307
"US1ILCK0007","LANSING 1.7 SSE, IL US","T129",24.3960401380287
"US1ILCK0007","LANSING 1.7 SSE, IL US","T135",9.63752212348748
"US1ILCK0007","LANSING 1.7 SSE, IL US","T135B",9.63443694453862
"US1ILCK0007","LANSING 1.7 SSE, IL US","T138",11.839563586355
"US1ILCK0007","LANSING 1.7 SSE, IL US","T138B",11.8586776236966
"US1ILCK0007","LANSING 1.7 SSE, IL US","T141",31.1433437727702
"US1ILCK0007","LANSING 1.7 SSE, IL US","T142",30.9511572270203
"US1ILCK0007","LANSING 1.7 SSE, IL US","T143",34.2267277791367
"US1ILCK0007","LANSING 1.7 SSE, IL US","T144",30.5225043710531
