SUMLEVEL,GEOID,FILETYPE,year,tot_pop,male_pct,female_pct,age_median,tot_under18_pct,tot_18to64_pct,tot_65plus_pct,raceeth_white_pct,raceeth_aa_pct,raceeth_aian_pct,raceeth_asian_pct,raceeth_hpi_pct,raceeth_other_pct,raceeth_mult_pct,raceeth_hispanic_pct
140,14000US17031063303,2017e5,2017,1295,0.4146718147,0.5853281853,66.3,0.0200772201,0.4694980695,0.5104247104,0.8571428571,0.0146718147,0,0.0756756757,0,0,0.0030888031,0.0494208494
140,14000US17031063400,2017e5,2017,2274,0.5391380827,0.4608619173,30.3,0.1055408971,0.8430079156,0.0514511873,0.8051890941,0.0373790677,0,0.0514511873,0,0,0.0294635004,0.0765171504
140,14000US17031070101,2017e5,2017,3618,0.4682144831,0.5317855169,35.6,0.0779436153,0.7222222222,0.1998341625,0.8482587065,0.0207296849,0,0.0566611388,0,0,0.0304035379,0.043946932
140,14000US17031070102,2017e5,2017,2879,0.4998263286,0.5001736714,30.9,0.0555748524,0.8614102119,0.0830149357,0.7808266759,0.0423758249,0,0.0475859673,0.0045154568,0.0024313998,0.0194511983,0.1028134769
140,14000US17031070103,2017e5,2017,1587,0.4171392565,0.5828607435,27.1,0.0529300567,0.8695652174,0.0775047259,0.7889098929,0.0686830498,0,0.0737240076,0,0,0.0056710775,0.0630119723
140,14000US17031070200,2017e5,2017,4084,0.5237512243,0.4762487757,29,0.1285504407,0.8178256611,0.0536238981,0.7906464251,0.0572967679,0,0.0930460333,0,0,0.0173849167,0.041625857
140,14000US17031070300,2017e5,2017,3591,0.5647451963,0.4352548037,28.4,0.1244778613,0.8395989975,0.0359231412,0.8557504873,0.0155945419,0,0.0389863548,0,0.0142021721,0.0353661933,0.0401002506
140,14000US17031070400,2017e5,2017,3228,0.5201363073,0.4798636927,33.9,0.1000619579,0.7431846344,0.1567534077,0.7503097893,0.0678438662,0,0.0876703841,0,0,0.0176579926,0.0765179678
140,14000US17031070500,2017e5,2017,3229,0.476618148,0.523381852,34.2,0.1678538247,0.7057912666,0.1263549086,0.8070610096,0.07370703,0,0.0523381852,0,0,0.0167234438,0.0501703314
140,14000US17031070600,2017e5,2017,3357,0.4989574024,0.5010425976,30.1,0.2496276437,0.7211796247,0.0291927316,0.8412272863,0.0145963658,0,0.037235627,0,0,0.0029788502,0.1039618707
